epoch,elapsed_s,lr,train_data_loss,train_physics_loss,val_X_l2,val_Y_l2,val_Z_l2,val_P90_worst,val_case_worst,val_velocity_median,val_residual_median,selection_key,peak_vram_GiB,trial_id,route,fold
65,33.388393299996096,0.0011846715372846,0.5405108109116554,0.0384366433136165,0.127613362955747,0.1046552762559999,0.0844868054220711,0.1495193564177157,0.1540986218668758,0.7017158956176232,0.1658803978792684,"[2.0, 0.12761336295574702, 0.12761336295574702, 0.1495193564177157, 0.15409862186687587, 0.3167554446338181, 0.7017158956176232, 0.1658803978792684, 301024]",0.5385985374450684,R1_LHS_07,R1,0
70,35.57337419999385,0.0011846715372846,0.588576190173626,0.0346221290528774,0.1526389338056769,0.1479697166874946,0.1382425733292136,0.1744694852503688,0.1789602233411821,0.7014694797966259,0.1612957076666501,"[3.0, 0.1526389338056769, 0.1526389338056769, 0.17446948525036887, 0.17896022334118217, 0.4388512238223852, 0.7014694797966259, 0.16129570766665013, 301024]",0.5385985374450684,R1_LHS_07,R1,0
75,37.63648329999705,0.0011846715372846,0.6552787385880947,0.0517169598024338,0.1360395515185881,0.1212544212147857,0.0970668669698184,0.1670833154472325,0.1738036856397714,0.7002383931146623,0.1824798093964204,"[2.0, 0.13603955151858813, 0.13603955151858813, 0.16708331544723254, 0.1738036856397714, 0.3543608397031924, 0.7002383931146623, 0.18247980939642044, 301024]",0.5385985374450684,R1_LHS_07,R1,0
80,39.954007499996806,0.0011846715372846,0.5744036808609962,0.030313546070829,0.1224751940169518,0.139383211926873,0.0945475128190906,0.1460697436797367,0.151196549141447,0.6956762349869667,0.1572324054270826,"[2.0, 0.139383211926873, 0.139383211926873, 0.14606974367973677, 0.151196549141447, 0.3564059187629155, 0.6956762349869667, 0.15723240542708264, 301024]",0.5385985374450684,R1_LHS_07,R1,0
85,42.75868239999545,0.0011846715372846,0.5503726303577423,0.0281439826358109,0.1147496218241886,0.0987430783352086,0.080600817082152,0.1384414723089604,0.1434989094414185,0.6969419255979441,0.1437855156007155,"[1.0, 0.11474962182418862, 0.11474962182418862, 0.13844147230896042, 0.1434989094414185, 0.2940935172415493, 0.6969419255979441, 0.1437855156007155, 301024]",0.5385985374450684,R1_LHS_07,R1,0
90,45.66527869999845,0.0011846715372846,0.6245045252144337,0.0300484062172472,0.1741380323990746,0.1325148329738395,0.1070118652200075,0.17911529735582,0.1809837820006084,0.6958696156620335,0.1679893721003923,"[3.0, 0.17413803239907466, 0.17413803239907466, 0.17911529735582, 0.18098378200060844, 0.41366473059292175, 0.6958696156620335, 0.16798937210039233, 301024]",0.5385985374450684,R1_LHS_07,R1,0
95,48.18621459999849,0.0011846715372846,0.6192427836358547,0.0397578866686672,0.1596171644086468,0.1754186300086191,0.1203260963880741,0.197517827808916,0.2057737646593848,0.6977267859114478,0.2011943696317274,"[3.0, 0.17541863000861913, 0.17541863000861913, 0.197517827808916, 0.20577376465938488, 0.4553618908053402, 0.6977267859114478, 0.2011943696317274, 301024]",0.5385985374450684,R1_LHS_07,R1,0
100,50.18507359999785,0.0011846715372846,0.8300529234111309,0.0426362110301852,0.2038345852960599,0.2789384466504547,0.2258351447189507,0.3658901125273723,0.3969463240810917,0.7277193433430624,0.1934823778141931,"[6.0, 0.27893844665045475, 0.27893844665045475, 0.3658901125273723, 0.39694632408109176, 0.7086081766654655, 0.7277193433430624, 0.1934823778141931, 301024]",0.5385985374450684,R1_LHS_07,R1,0
105,52.63073849999637,0.0011846715372846,0.7308959290385246,0.0439531430602073,0.1655216011395311,0.1490758713911031,0.1760021723301998,0.2148877060278844,0.2267958055543353,0.7048620614806301,0.218246576121485,"[4.0, 0.17600217233019988, 0.17600217233019988, 0.2148877060278844, 0.22679580555433537, 0.49059964486083424, 0.7048620614806301, 0.21824657612148504, 301024]",0.5385985374450684,R1_LHS_07,R1,0
110,55.149010199995246,0.0011846715372846,0.4940500389784574,0.0214941633166745,0.1134009547332389,0.1252897056513342,0.0851277154779951,0.139774014410081,0.1454999434424681,0.6966150485939332,0.1565459082167855,"[2.0, 0.1252897056513342, 0.1252897056513342, 0.13977401441008103, 0.14549994344246817, 0.32381837586256834, 0.6966150485939332, 0.1565459082167855, 301024]",0.5385985374450684,R1_LHS_07,R1,0
115,57.17511539999396,0.0011846715372846,0.6714595034718513,0.032866274472326,0.1292847182687724,0.1197521266853536,0.0972560928020959,0.1659773140201304,0.1741592798655545,0.698789786363498,0.1878801270887542,"[2.0, 0.12928471826877241, 0.12928471826877241, 0.16597731402013044, 0.1741592798655545, 0.346292937756222, 0.698789786363498, 0.18788012708875426, 301024]",0.5385985374450684,R1_LHS_07,R1,0
120,59.50170179999986,0.0011846715372846,0.4754346627742052,0.019126271829009,0.1061368871702648,0.1155317423980568,0.0752151781894882,0.1320672687829614,0.1377424318531494,0.6922356521035312,0.1481846516360233,"[2.0, 0.11553174239805682, 0.11553174239805682, 0.1320672687829614, 0.1377424318531494, 0.2968838077578099, 0.6922356521035312, 0.14818465163602335, 301024]",0.5385985374450684,R1_LHS_07,R1,0
125,61.60324159999436,0.0011846715372846,0.4889264274388551,0.0192296459572389,0.1579936637970989,0.1302627382724974,0.1526787192758974,0.2011758039133581,0.2146494526454256,0.6994508009174374,0.156160078226512,"[4.0, 0.1579936637970989, 0.1579936637970989, 0.20117580391335815, 0.2146494526454256, 0.44093512134549373, 0.6994508009174374, 0.15616007822651207, 301024]",0.5385985374450684,R1_LHS_07,R1,0
130,63.67117299999518,0.0011846715372846,0.6492610312998295,0.0290601863525807,0.2292981626062702,0.1333611020971211,0.1147659579834617,0.2303062508500484,0.2306703069860942,0.7152434489968313,0.2323581549555285,"[4.0, 0.2292981626062702, 0.2292981626062702, 0.2303062508500484, 0.23067030698609428, 0.47742522268685306, 0.7152434489968313, 0.23235815495552858, 301024]",0.5385985374450684,R1_LHS_07,R1,0
135,65.6864260999937,0.0011846715372846,0.536656815558672,0.0202544664498418,0.1494846090519287,0.1060354579536273,0.1223406797070722,0.1555269659220255,0.1578441750319308,0.6950573090403279,0.1690734597083326,"[3.0, 0.1494846090519287, 0.1494846090519287, 0.1555269659220255, 0.1578441750319308, 0.3778607467126283, 0.6950573090403279, 0.16907345970833268, 301024]",0.5385985374450684,R1_LHS_07,R1,0
140,67.944957599997,0.0011846715372846,0.5016449354588985,0.0179410425480455,0.187445970883447,0.1449663440306184,0.128649553099572,0.1988979838669176,0.201158091522301,0.7063550382273884,0.1695619586621044,"[3.0, 0.18744597088344703, 0.18744597088344703, 0.19889798386691762, 0.20115809152230107, 0.46106186801363747, 0.7063550382273884, 0.16956195866210444, 301024]",0.5385985374450684,R1_LHS_07,R1,0
145,70.82164409999677,0.0011846715372846,0.5475391186773777,0.0231287227943539,0.1277994772443921,0.1107124125553171,0.0848657540197454,0.1383628071100866,0.1404692133186586,0.6978297840661777,0.1677623130893915,"[2.0, 0.1277994772443921, 0.1277994772443921, 0.13836280711008664, 0.14046921331865866, 0.3233776438194548, 0.6978297840661777, 0.16776231308939152, 301024]",0.5385985374450684,R1_LHS_07,R1,0
150,73.63207539999712,0.0011846715372846,0.47079405374825,0.0189158068969845,0.110823786027837,0.0992444994797683,0.0786377816740819,0.1256434470672527,0.1286767148529091,0.6943860764421288,0.1425136367366638,"[1.0, 0.11082378602783702, 0.11082378602783702, 0.12564344706725272, 0.1286767148529091, 0.28870606718168723, 0.6943860764421288, 0.1425136367366638, 301024]",0.5385985374450684,R1_LHS_07,R1,0
0,1.010490899992874,0.0,,,1.002514261378756,1.0157373573238686,1.0002420870178392,1.0194848860736867,1.0200775195532334,1.0041194767085666,1.1345405994301765,"[6.0, 1.0157373573238686, 1.0157373573238686, 1.0194848860736867, 1.0200775195532334, 3.0184937057204637, 1.0041194767085666, 1.1345405994301765, 396512]",2.13372802734375,R2_LHS_02,R2,0
1,2.982997599989176,0.0001958073380432,9.993300676345823,0.19555598590523,1.0005117520107103,1.009610099666465,0.992187092425324,1.013282256894227,1.0138629695832813,1.0033604268436866,1.155446140021344,"[6.0, 1.009610099666465, 1.009610099666465, 1.013282256894227, 1.0138629695832813, 3.002308944102499, 1.0033604268436866, 1.155446140021344, 396512]",2.2717905044555664,R2_LHS_02,R2,0
5,7.998315799995908,0.000979036690216,7.384873032569885,0.1631760383024811,0.9328323101005828,0.8113496891989138,0.5588750888731083,0.9721147465233694,0.979799283492145,0.998845120627608,1.064809014958535,"[6.0, 0.9328323101005827, 0.9328323101005827, 0.9721147465233694, 0.979799283492145, 2.3030570881726047, 0.9988451206276079, 1.064809014958535, 396512]",2.2717905044555664,R2_LHS_02,R2,0
10,13.90667630000098,0.000979036690216,3.838988184928894,0.0644687362946569,0.8410768197579516,0.3770496315507033,0.4423863205846194,0.993892321582152,1.0260250772868005,0.855386146219634,0.6483824493346562,"[6.0, 0.8410768197579516, 0.8410768197579516, 0.9938923215821519, 1.0260250772868005, 1.6605127718932744, 0.855386146219634, 0.6483824493346562, 396512]",2.2717905044555664,R2_LHS_02,R2,0
15,19.85991629998898,0.000979036690216,2.4192821383476257,0.0553537425585091,0.631173888662944,0.3127149640089944,0.24012560824361,0.7226070749515928,0.7414346080646459,0.7439257475717465,0.3792060084125135,"[6.0, 0.631173888662944, 0.631173888662944, 0.7226070749515928, 0.7414346080646459, 1.1840144609155485, 0.7439257475717465, 0.37920600841251356, 396512]",2.2717905044555664,R2_LHS_02,R2,0
20,25.751017299990053,0.000979036690216,1.306773066520691,0.0357067789882421,0.4595398719621823,0.2644719185473501,0.218655941829089,0.5233085159760217,0.5363960413314496,0.7644185378396343,0.3936978123861623,"[6.0, 0.4595398719621823, 0.4595398719621823, 0.5233085159760217, 0.5363960413314496, 0.9426677323386216, 0.7644185378396343, 0.39369781238616236, 396512]",2.2717905044555664,R2_LHS_02,R2,0
25,31.679172499993,0.000979036690216,1.6213820800185204,0.0446528287138789,0.3135754969903485,0.1881697379071062,0.2077792168758095,0.3603568403135344,0.3700127666799564,0.7335189755732268,0.3420013514896795,"[6.0, 0.3135754969903485, 0.3135754969903485, 0.3603568403135344, 0.3700127666799564, 0.7095244517732643, 0.7335189755732268, 0.34200135148967953, 396512]",2.2717905044555664,R2_LHS_02,R2,0
30,37.60141279999516,0.000979036690216,0.7123496867716312,0.02049455139786,0.1863474681760072,0.1308274264669273,0.1123543065539176,0.2038029400485173,0.2073026483778928,0.7098279656571207,0.2755961937988757,"[4.0, 0.18634746817600725, 0.18634746817600725, 0.2038029400485173, 0.20730264837789286, 0.42952920119685223, 0.7098279656571207, 0.2755961937988757, 396512]",2.2717905044555664,R2_LHS_02,R2,0
35,43.55741500000295,0.000979036690216,0.6646980047225952,0.0167929048184305,0.1849316011964742,0.1288315804484776,0.1043445056904017,0.2082847366145853,0.213045758030567,0.7052618271692204,0.2260355583498372,"[4.0, 0.18493160119647428, 0.18493160119647428, 0.20828473661458533, 0.21304575803056702, 0.4181076873353537, 0.7052618271692204, 0.2260355583498372, 396512]",2.2717905044555664,R2_LHS_02,R2,0
40,49.428650299989386,0.000979036690216,0.870277401059866,0.0182317735161632,0.2252126788464876,0.1786990795362415,0.1755592680147663,0.2918592598292003,0.3070252363187343,0.7123493170776071,0.282393055083554,"[5.0, 0.22521267884648768, 0.22521267884648768, 0.2918592598292003, 0.3070252363187343, 0.5794710263974955, 0.7123493170776071, 0.282393055083554, 396512]",2.2717905044555664,R2_LHS_02,R2,0
45,55.30156629999692,0.000979036690216,0.5834076963365078,0.0136496223276481,0.1459463497059299,0.1008041125008582,0.0736574769785791,0.1652228137586021,0.1691648305368858,0.6984049408537023,0.1725574806418647,"[2.0, 0.14594634970592996, 0.14594634970592996, 0.16522281375860218, 0.1691648305368858, 0.3204079391853674, 0.6984049408537023, 0.1725574806418647, 396512]",2.2717905044555664,R2_LHS_02,R2,0
50,61.18568100000266,0.000979036690216,0.5783726796507835,0.0119261294603347,0.1365645880761869,0.1146202815770456,0.0901322002592997,0.1616409159095228,0.1669197965406452,0.7032663925012513,0.1502149792247591,"[2.0, 0.13656458807618696, 0.13656458807618696, 0.16164091590952287, 0.16691979654064523, 0.3413170699125324, 0.7032663925012513, 0.1502149792247591, 396512]",2.2717905044555664,R2_LHS_02,R2,0
55,67.07615929999156,0.000979036690216,0.7212814204394817,0.0166730748023837,0.3011020058531715,0.2272231731237498,0.2309051374600272,0.3801936392830154,0.3977322408876376,0.708832757146761,0.2109157917070872,"[6.0, 0.30110200585317154, 0.30110200585317154, 0.3801936392830154, 0.39773224088763764, 0.7592303164369487, 0.708832757146761, 0.2109157917070872, 396512]",2.2717905044555664,R2_LHS_02,R2,0
60,72.86685829999624,0.000979036690216,1.1143596544861794,0.0184637388447299,0.162019554049191,0.1902503623164345,0.1521406695991094,0.2189666255059996,0.2318325681588209,0.6941905267864216,0.2196806597755079,"[4.0, 0.19025036231643458, 0.19025036231643458, 0.2189666255059996, 0.23183256815882095, 0.5044105859647351, 0.6941905267864216, 0.21968065977550796, 396512]",2.2717905044555664,R2_LHS_02,R2,0
65,78.69783879999886,0.000979036690216,0.6570881903171539,0.014123004861176,0.1711690148838846,0.1232717172015217,0.1067170347508812,0.1922539301646287,0.1965455275113464,0.6918667320808765,0.1868296644788759,"[3.0, 0.1711690148838846, 0.1711690148838846, 0.1922539301646287, 0.19654552751134646, 0.4011577668362876, 0.6918667320808765, 0.18682966447887595, 396512]",2.2717905044555664,R2_LHS_02,R2,0
70,84.54827959999966,0.000979036690216,0.5558949299156666,0.0109534203074872,0.1271475384389093,0.0967985853171217,0.0796409301461374,0.1534067479778106,0.1590124431092316,0.6951045895844365,0.1928143273797692,"[1.0, 0.12714753843890933, 0.12714753843890933, 0.15340674797781068, 0.1590124431092316, 0.30358705390216845, 0.6951045895844365, 0.19281432737976925, 396512]",2.2717905044555664,R2_LHS_02,R2,0
75,90.38581569999224,0.000979036690216,0.567311629652977,0.0103361500659957,0.1319662636153117,0.0975491286625077,0.0815868565469791,0.1575785502363287,0.1630042698413382,0.6903385618877029,0.2003128976430919,"[1.0, 0.13196626361531172, 0.13196626361531172, 0.1575785502363287, 0.16300426984133828, 0.31110224882479864, 0.6903385618877029, 0.20031289764309196, 396512]",2.2717905044555664,R2_LHS_02,R2,0
80,96.22202629999084,0.000979036690216,0.5585048086941242,0.0096607386367395,0.1390041964289826,0.0938820563088689,0.0831176910578918,0.1479810560146477,0.1497556025745142,0.6870069683350425,0.1732311609712001,"[1.0, 0.13900419642898265, 0.13900419642898265, 0.14798105601464778, 0.14975560257451423, 0.3160039437957434, 0.6870069683350425, 0.1732311609712001, 396512]",2.2717905044555664,R2_LHS_02,R2,0
85,102.1897398000001,0.000979036690216,0.4995802026242018,0.0080489361425861,0.1086180163032263,0.0870387149889543,0.0580918528501583,0.1384477121307552,0.1451219641029577,0.6836429822626682,0.1712633119228841,"[1.0, 0.10861801630322634, 0.10861801630322634, 0.13844771213075524, 0.14512196410295777, 0.253748584142339, 0.6836429822626682, 0.17126331192288416, 396512]",2.2717905044555664,R2_LHS_02,R2,0
90,108.20108159999654,0.000979036690216,0.4928838796913624,0.0070424447767436,0.1054748629235627,0.074193184374368,0.0523324958589276,0.1278227975509369,0.1326096889652318,0.6790120274737901,0.1570229668385877,"[1.0, 0.1054748629235627, 0.1054748629235627, 0.12782279755093695, 0.13260968896523184, 0.23200054315685842, 0.6790120274737901, 0.15702296683858774, 396512]",2.2717905044555664,R2_LHS_02,R2,0
95,114.3565152999945,0.000979036690216,0.5053454283624887,0.0073890937492251,0.1142447804196117,0.1062111227872474,0.0698852362570082,0.1479521287994872,0.1556169422914228,0.673048960301296,0.1852468964015879,"[2.0, 0.1142447804196117, 0.1142447804196117, 0.1479521287994872, 0.15561694229142284, 0.2903411394638674, 0.673048960301296, 0.1852468964015879, 396512]",2.2717905044555664,R2_LHS_02,R2,0
100,120.4702651999978,0.000979036690216,0.4882237501442432,0.0076935162651352,0.1202253225147633,0.0882214303165754,0.0796939096178779,0.1496460533214274,0.1560869210701939,0.6624290008208875,0.159163186877449,"[1.0, 0.12022532251476338, 0.12022532251476338, 0.14964605332142744, 0.15608692107019395, 0.2881406624492167, 0.6624290008208875, 0.15916318687744904, 396512]",2.2717905044555664,R2_LHS_02,R2,0
105,126.79710169999451,0.000979036690216,0.6713024526834488,0.0107566060032695,0.1303880484665067,0.1165981696492373,0.0765974120112466,0.1606980616809869,0.1672782912535586,0.7009996681961623,0.1921885919192329,"[2.0, 0.13038804846650676, 0.13038804846650676, 0.1606980616809869, 0.1672782912535586, 0.32358363012699076, 0.7009996681961623, 0.19218859191923296, 396512]",2.2717905044555664,R2_LHS_02,R2,0
110,133.01287419999426,0.000979036690216,0.4603049159049988,0.0069030979648232,0.1173149639949084,0.125864097302403,0.092062567657179,0.1534504730096354,0.1617578175867935,0.6387048358838716,0.165628630818632,"[2.0, 0.125864097302403, 0.125864097302403, 0.1534504730096354, 0.16175781758679358, 0.33524162895449056, 0.6387048358838716, 0.16562863081863202, 396512]",2.2717905044555664,R2_LHS_02,R2,0
115,139.32326629999443,0.000979036690216,0.6543613411486149,0.010912770871073,0.1428638447246699,0.1104717880688814,0.0933063637941376,0.167152089939664,0.1777475982546004,0.6153064726344539,0.1803764775708737,"[2.0, 0.14286384472466995, 0.14286384472466995, 0.16715208993966402, 0.17774759825460043, 0.346641996587689, 0.6153064726344539, 0.1803764775708737, 396512]",2.2717905044555664,R2_LHS_02,R2,0
120,145.38846669999475,0.000979036690216,0.3933069594204426,0.0056152593460865,0.1082235264277493,0.0884059706299877,0.0640546722538667,0.1378410107653745,0.14446293149864,0.6093802636876791,0.1791053224738228,"[1.0, 0.10822352642774939, 0.10822352642774939, 0.13784101076537453, 0.14446293149864006, 0.2606841693116039, 0.6093802636876791, 0.17910532247382288, 396512]",2.2717905044555664,R2_LHS_02,R2,0
125,151.1719357999973,0.000979036690216,0.3992387037724256,0.0060666832432616,0.1128466712177518,0.083241191904131,0.0706559065496231,0.1317992290524658,0.1357526470263766,0.5760251300681918,0.1600163508550905,"[1.0, 0.11284667121775188, 0.11284667121775188, 0.13179922905246588, 0.13575264702637663, 0.26674376967150604, 0.5760251300681918, 0.16001635085509053, 396512]",2.2717905044555664,R2_LHS_02,R2,0
130,156.9745116999984,0.000979036690216,0.6003758162260056,0.0078215134562924,0.209791296303527,0.2046365924962466,0.2241883606844596,0.2735455832226635,0.285527155651511,0.5780065372378546,0.265988060666346,"[6.0, 0.22418836068445966, 0.22418836068445966, 0.27354558322266354, 0.285527155651511, 0.6386162494842333, 0.5780065372378546, 0.26598806066634606, 396512]",2.2717905044555664,R2_LHS_02,R2,0
135,162.78458520000277,0.000979036690216,0.3817776851356029,0.0054943958239164,0.1132627457833011,0.0836935141828889,0.066142888051594,0.1261009592280677,0.1287007101226628,0.557592468251449,0.1708553677924899,"[1.0, 0.1132627457833011, 0.1132627457833011, 0.12610095922806772, 0.12870071012266285, 0.2630991480177841, 0.557592468251449, 0.17085536779248997, 396512]",2.2717905044555664,R2_LHS_02,R2,0
140,168.6537476999947,0.000979036690216,0.3790913037955761,0.0059184574638493,0.1553271990617889,0.1355628309926207,0.1198746057741085,0.1989141001575532,0.2087116138132903,0.6085351014354735,0.1596825643844883,"[3.0, 0.15532719906178893, 0.15532719906178893, 0.19891410015755323, 0.2087116138132903, 0.41076463582851813, 0.6085351014354735, 0.15968256438448838, 396512]",2.2717905044555664,R2_LHS_02,R2,0
145,174.53231779999624,0.000979036690216,0.3691935092210769,0.0056547061540186,0.1067150680025408,0.0885645354047288,0.0648234306590389,0.1359752560557079,0.1425198869408671,0.5288756086078789,0.1594373742390139,"[1.0, 0.10671506800254087, 0.10671506800254087, 0.13597525605570793, 0.14251988694086712, 0.26010303406630864, 0.5288756086078789, 0.1594373742390139, 396512]",2.2717905044555664,R2_LHS_02,R2,0
150,180.41878839999845,0.000979036690216,0.3007229026407003,0.0047489035205217,0.1000311452952655,0.0870043213992919,0.0669160768404018,0.125278402222783,0.1308355415113564,0.5165965858450325,0.1743541620296394,"[1.0, 0.10003114529526558, 0.10003114529526558, 0.12527840222278308, 0.1308355415113564, 0.2539515435349593, 0.5165965858450325, 0.17435416202963946, 396512]",2.2717905044555664,R2_LHS_02,R2,0
0,1.2386597000004258,0.0,,,1.0001848489884153,0.9965927753445056,1.0019034441768555,1.0024438069857362,1.002878732853249,1.0044373547010237,5.916414098187604e-08,"[6.0, 1.0019034441768557, 1.0019034441768557, 1.0024438069857362, 1.002878732853249, 2.998681068509777, 1.0044373547010235, 5.916414098187603e-08, 377760]",1.7326183319091797,R4_LHS_03,R4,0
1,3.194299900002079,0.0001971699664368,9.899844288825989,0.1091060459148138,0.9977964601367534,0.9923684160457392,0.9945926529780734,1.0006729133318597,1.0012266384673316,1.0027179392167664,5.916414098187604e-08,"[6.0, 0.9977964601367534, 0.9977964601367534, 1.0006729133318595, 1.0012266384673316, 2.984757529160566, 1.0027179392167664, 5.916414098187603e-08, 377760]",1.838252067565918,R4_LHS_03,R4,0
5,8.027993999989121,0.0009858498321844,6.907523155212402,0.1091060459148138,0.923305719291034,0.8088580916326267,0.5249126924729162,0.9861839197934864,0.9986345230275036,0.9835128389958954,5.916414098187604e-08,"[6.0, 0.9233057192910341, 0.9233057192910341, 0.9861839197934865, 0.9986345230275036, 2.257076503396577, 0.9835128389958954, 5.916414098187603e-08, 377760]",1.838252067565918,R4_LHS_03,R4,0
10,13.58430239999143,0.0009858498321844,3.42583629488945,0.1091060459148138,0.800319285879451,0.3656151696046037,0.3398997500836863,0.974009397819876,1.01133629105105,0.7609383324823638,5.916414098187604e-08,"[6.0, 0.800319285879451, 0.800319285879451, 0.974009397819876, 1.01133629105105, 1.505834205567741, 0.7609383324823638, 5.916414098187603e-08, 377760]",1.838252067565918,R4_LHS_03,R4,0
